,ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Last Inspection Date,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm)
7372,SOAD10270,Flumevale,No,Flood Risk Reduction,Earth,7.054,0.178,25600.0,1961.0,,0.09653,13.31645,Uncontrolled,15/09/2022,5.0,0.0,Significant,Not Available,,0.1138,25.9,334.8,
7373,SOAD10388,Lyndrassia,No,Flood Risk Reduction,Earth,9.569,0.212,21830.0,2004.0,,0.0453099999999999,1273.05262,Uncontrolled,01/11/2004,1.0,,Low,Not Rated,,0.0796,29.6,10.0,
7375,SOAD10780,Lyndrassia,No,Fish and Wildlife Pond,Earth,9.21,0.317,62000.0,1973.0,,0.07289,7.98987,Uncontrolled,31/03/2009,10.0,8.0,Low,Not Rated,,0.0375,43.4,151.8,
7381,SOAD11665,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.966,,0.0,1970.0,,0.07092,1099.93877,,,0.0,11.23,Low,Not Rated,,0.0656,8.1,149.7,
7384,SOAD13327,Lyndrassia,No,Flood Risk Reduction,Earth,10.983,0.14,15617.0,2001.0,,0.04137,857.57938,Uncontrolled,03/12/2001,5.0,,Low,Not Rated,,0.0259,30.0,9.3,
7385,SOAD13617,Lyndrassia,No,Grade Stabilization,Earth,8.328,0.215,13074.0,1965.0,,0.13002,2804.44437,Uncontrolled,,0.0,,Low,Not Rated,,0.0786,8.6,17.5,
7386,SOAD14444,Lyndrassia,No,Flood Risk Reduction,Earth,8.858,0.273,24175.0,2004.0,,0.04334,1121.24509,Uncontrolled,01/11/2004,1.0,,Low,Not Rated,,0.0857,23.3,20.8,
7389,SOAD15625,Lyndrassia,No,Flood Risk Reduction,Earth,12.049,0.147,25562.0,2002.0,,0.0591,1150.54128,Uncontrolled,01/11/2004,5.0,,Low,Not Rated,,0.0521,28.9,5.0,
7390,SOAD15821,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.332,0.133,,1958.0,,,,,,,43.7,Low,,,0.0813,17.9,126.3,
7391,SOAD15857,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.737,0.125,,1958.0,,,15.97974,Uncontrolled,,,39.08,Low,,,0.0832,11.0,219.3,
7394,SOAD17367,Lyndrassia,No,Flood Risk Reduction,Earth,9.277,0.167,20190.0,1986.0,,0.0591,1414.20699,Uncontrolled,,0.0,,Low,Not Rated,,0.0771,17.1,8.7,
7395,SOAD18946,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.151,0.1,,1947.0,,,82.56199,,,,4.86,Low,,,0.1111,12.9,445.7,
7396,SOAD18977,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.875,0.233,,1968.0,,,10.65316,Uncontrolled,,,46.32,Low,,,0.1109,17.2,196.6,
7397,SOAD19602,Flumevale,Yes,Flood Risk Reduction,Earth,10.494,0.301,18876.0,1955.0,,0.0788,7.98987,Uncontrolled,04/06/2015,3.0,6.24,Low,Satisfactory,09/08/2011,0.0697,5.8,328.9,
7400,SOAD20068,Flumevale,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.042,0.37,55160.0,1925.0,,0.11032,15.97974,Uncontrolled,12/11/2008,6.0,48.99,Low,Fair,03/10/2022,0.0484,16.7,66.1,
7401,SOAD20127,Navaldia,No,,Earth,6.941,0.253,25000.0,1969.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0782,7.4,13.9,
7405,SOAD00990,Lyndrassia,No,Flood Risk Reduction,Earth,10.05,0.173,15570.0,2010.0,,0.06304,1795.05746,Uncontrolled,,0.0,,Low,Not Rated,,0.106,15.5,10.4,
7407,SOAD02298,Flumevale,Yes,Debris Control,Earth,19.28,0.093,23000.0,2004.0,,0.04137,37.28606,,20/10/2021,1.0,0.0,High,Satisfactory,01/09/2017,0.1107,34.4,588.1,
7408,SOAD02765,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.876,0.25,,1975.0,,,,,,,68.08,Low,,,0.1206,15.7,157.9,
7411,SOAD04010,Lyndrassia,No,Flood Risk Reduction,Earth,8.698,0.274,19490.0,1992.0,,0.04334,1624.6069,Uncontrolled,01/11/2000,1.0,,Low,Not Rated,,0.1033,14.1,14.6,
7412,SOAD04436,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.601,0.125,,1949.0,,,,,,,39.29,Low,,,0.1096,17.5,49.8,
7414,SOAD05384,Flumevale,Yes,Flood Risk Reduction,Earth,9.477,0.212,22611.0,1955.0,,0.07092,7.98987,Uncontrolled,24/10/2013,3.0,7.74,Low,Not Rated,,0.0798,12.3,194.4,
7415,SOAD05504,Lyndrassia,No,Flood Risk Reduction,Earth,11.011,0.173,31067.0,2000.0,,0.01773,1062.65271,Uncontrolled,01/12/2000,5.0,,Low,Not Rated,,0.0762,30.4,20.3,
7417,SOAD06096,Lyndrassia,No,Flood Risk Reduction,Earth,7.521,0.2,18890.0,2001.0,,0.03349,1121.24509,Uncontrolled,01/11/2001,1.0,,Low,Not Rated,,0.0679,23.9,5.0,
7418,SOAD06202,Navaldia,Yes,,Earth,3.679,0.167,,1987.0,,,,Uncontrolled,21/07/2021,5.0,1.61,High,Fair,03/06/2022,0.0934,598.2,228.3,
7420,SOAD07188,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,12.433,,0.0,1968.0,,0.04925,223.71636,,29/01/1981,0.0,0.0,High,Not Rated,,0.0763,25.6,370.0,
7422,SOAD08164,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.446,,0.0,,,0.06895,6490.43773,,,0.0,22.88,Low,Not Rated,,0.0776,17.9,140.7,
7423,SOAD08890,Lyndrassia,No,Flood Risk Reduction,Earth,10.622,0.18,21441.0,1992.0,,0.01576,1070.64258,Uncontrolled,17/09/1998,1.0,,Low,Not Rated,,0.1235,12.6,10.7,
7425,SOAD09048,Flumevale,Yes,Flood Risk Reduction,Earth,13.93,0.093,,1964.0,,0.1182,13.31645,Uncontrolled,28/08/1998,3.0,55.83,Low,Satisfactory,13/08/2008,0.0773,35.4,145.3,
7426,SOAD09969,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.583,,0.0,1955.0,,0.06501,809.6401599999999,,,0.0,4.97,Low,Not Rated,,0.0852,13.2,278.9,
7429,SOAD11204,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,14.614,0.167,45000.0,1971.0,,0.06501,2.66329,Uncontrolled,,,16.67,High,Not Rated,21/12/2007,0.1093,22.6,259.4,
7430,SOAD11432,Lyndrassia,No,Flood Risk Reduction,Earth,8.302,0.19,17057.0,1996.0,,0.00788,575.27064,Uncontrolled,,0.0,,Low,Not Rated,,0.1105,24.9,16.2,
7433,SOAD11896,Lyndrassia,No,Grade Stabilization,Earth,9.622,0.183,10370.0,1977.0,,0.00788,380.85047,Uncontrolled,,0.0,,Low,Not Rated,,0.0856,18.1,10.5,
7436,SOAD12267,Lyndrassia,No,Flood Risk Reduction,Earth,11.1,0.173,21600.0,2004.0,,0.00788,356.88086,Uncontrolled,01/11/2004,1.0,,Low,Not Rated,,0.0685,17.1,16.0,
7437,SOAD12324,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.689,,0.0,1960.0,,0.08077,519.34155,,,0.0,0.0,Low,Not Rated,,0.086,24.5,636.9,
7438,SOAD12629,Lyndrassia,No,Debris Control,Earth,6.873,,0.0,1972.0,,0.08471,6961.84006,,,0.0,6.55,Low,Not Rated,,0.0636,13.1,156.0,
7439,SOAD12996,Navaldia,No,,Earth,5.805,0.2,,1960.0,,0.08668,0.0,,,,,Low,Not Rated,18/06/2014,0.1143,13.8,10.2,
7442,SOAD14057,Lyndrassia,No,Flood Risk Reduction,Earth,8.775,0.212,20514.0,1989.0,,0.01576,391.50363,Uncontrolled,,0.0,,Low,Not Rated,,0.0838,13.8,13.6,
7444,SOAD14152,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.198,0.067,,1940.0,,,,,,,35.14,Low,,,0.1081,10.1,197.7,
7445,SOAD14251,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.443,0.15,,1972.0,,0.0,0.0,,29/03/1973,,,Low,Not Rated,18/06/2014,0.1154,10.2,6.6,
7449,SOAD15829,Lyndrassia,No,Flood Risk Reduction,Earth,9.275,0.158,22568.0,2008.0,,0.06698,553.96432,Uncontrolled,,0.0,,Low,Not Rated,,0.0725,32.4,11.8,
7450,SOAD15955,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,12.473,0.44,,1957.0,,,,,,,116.11,Low,,,0.0698,11.3,212.8,
7452,SOAD16600,Lyndrassia,No,Flood Risk Reduction,Earth,7.839,0.233,21750.0,2001.0,,0.04728,2210.5307,Uncontrolled,01/11/2001,1.0,,Low,Not Rated,,0.0988,28.7,11.9,
7456,SOAD18723,Navaldia,Yes,Other,Earth,7.018,,,,,0.20291,5.32658,,29/05/2018,5.0,,Low,Not Rated,,0.0765,27.8,8.4,
7457,SOAD19084,Navaldia,No,,Earth,8.802,0.189,17000.0,2000.0,,0.0886499999999999,2.66329,,,,,Low,Not Rated,18/06/2014,0.1037,23.5,16.8,
7459,SOAD20092,Lyndrassia,No,Other,Earth,8.728,,0.0,,,0.06895,1291.69565,,,0.0,0.0,Low,Not Rated,,0.0795,30.7,227.9,
7460,SOAD20318,Lyndrassia,No,Flood Risk Reduction,Earth,6.78,0.2,15873.0,2001.0,,0.05319,2018.77382,Uncontrolled,01/11/2001,1.0,,Low,Not Rated,,0.0724,42.2,8.0,
7468,SOAD00354,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.303,0.1,,1945.0,,,,,,,50.46,Low,,,0.0854,22.2,134.5,
7469,SOAD03543,Navaldia,No,,Earth,3.585,0.4,,1974.0,,0.08274,0.0,,,,,Low,Not Rated,18/06/2014,0.0741,20.6,7.9,
7470,SOAD03678,Flumevale,Yes,Fish and Wildlife Pond,Earth,3.723,0.55,,,2002,0.14578,,Uncontrolled,,6.0,39.5,Low,Not Rated,,0.0534,20.8,110.0,
7471,SOAD03688,Navaldia,No,Other,Earth,6.182,0.267,16322.0,1982.0,,0.0,0.0,,,,4.62,Low,Not Rated,18/06/2014,0.1083,21.2,155.8,
7472,SOAD03795,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.371,,0.0,1955.0,,0.06698,1904.25235,,,0.0,0.0,Low,Not Rated,,0.1052,40.7,859.3,
7473,SOAD03949,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.767,0.05,,1941.0,,,,,,,15.67,Significant,,,0.1416,318.7,171.2,
7474,SOAD04352,Lyndrassia,Yes,,,15.993,0.105,,2004.0,,0.05713,,Uncontrolled,28/01/2022,,9.62,Significant,Satisfactory,17/03/2017,0.1163,31.1,384.2,
7475,SOAD04370,Lyndrassia,No,Flood Risk Reduction,Earth,6.39,0.243,6572.0,1988.0,,0.08077,1166.52102,Uncontrolled,,0.0,,Low,Not Rated,,0.109,19.1,11.4,
7476,SOAD04697,Lyndrassia,Yes,Flood Risk Reduction,Earth,7.583,0.075,,1955.0,,,,,,,14.18,Low,,,0.1236,20.4,276.4,
7477,SOAD04911,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.362,0.033,,1958.0,,,,,,,20.53,Low,,,0.1063,5.5,206.5,
7478,SOAD06713,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.198,0.083,,1941.0,,,,,,,31.99,Low,,,0.125,21.4,180.6,
7479,SOAD06873,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.62,0.183,,1946.0,,,,,,,29.83,Low,,,0.0728,14.6,417.7,
7480,SOAD06916,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.618,0.125,,1937.0,,,,,,,8.38,Significant,,,0.1563,204.3,204.6,
7481,SOAD07399,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.986,,0.0,1966.0,,0.06895,394.16692,,,0.0,16.23,Low,Not Rated,,0.0862,26.1,187.8,
7486,SOAD09863,Lyndrassia,No,Flood Risk Reduction,Earth,9.367,0.153,18860.0,1986.0,,0.03349,1177.17418,Uncontrolled,,0.0,,Low,Not Rated,,0.1079,19.5,16.6,
7488,SOAD09966,Navaldia,Yes,Fish and Wildlife Pond,Earth,2.374,0.08,1860.0,1951.0,,0.00788,23.96961,Controlled,24/08/2016,5.0,,Low,Poor,24/08/2016,0.078,23.6,6.9,
7489,SOAD10313,Lyndrassia,No,Flood Risk Reduction,Earth,11.471,0.167,20794.0,1998.0,,0.03152,181.10372,Uncontrolled,01/10/1999,1.0,,Low,Not Rated,,0.0826,26.1,17.2,
7492,SOAD10669,Navaldia,Yes,,,6.115,0.81,,,,0.07486,0.0,Uncontrolled,26/02/2019,5.0,,High,Satisfactory,11/02/2020,0.0737,22.8,645.5,
7493,SOAD11583,Navaldia,No,,Earth,9.077,0.237,12525.0,1968.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1145,46.0,14.2,
7494,SOAD12092,Lyndrassia,No,Grade Stabilization,Earth,9.753,0.177,15420.0,1962.0,,0.10441,1169.18431,Uncontrolled,,0.0,,Low,Not Rated,,0.0775,30.5,6.5,
7497,SOAD13990,Lyndrassia,Yes,Tailings,Earth,32.539,1.267,135000.0,1978.0,,0.01773,0.0,Uncontrolled,02/09/2021,2.0,4.86,High,Satisfactory,21/12/2007,0.1105,21.8,183.4,
7499,SOAD14609,Navaldia,Yes,Flood Risk Reduction,Earth,17.435,0.125,,,,,2.66329,,28/06/2019,2.0,,Significant,Satisfactory,,0.1393,281.9,170.0,
7501,SOAD15071,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.309,0.1,,1928.0,,,,,,,31.41,Low,,,0.0999,6.3,100.6,
7503,SOAD15893,Lyndrassia,No,Flood Risk Reduction,Earth,11.087,0.202,29305.0,2010.0,,0.02561,1198.4805,Uncontrolled,,0.0,,Low,Not Rated,,0.1149,41.3,18.6,
7504,SOAD16107,Lyndrassia,No,Fish and Wildlife Pond,Earth,8.339,0.15,31000.0,1959.0,,0.13987,1520.73859,Uncontrolled,,0.0,,Low,Not Rated,,0.1162,13.9,15.3,
7505,SOAD17345,Navaldia,No,Other,Earth,7.813,0.191,7724.0,1962.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0999,33.5,9.4,
7507,SOAD17702,Flumevale,Yes,Flood Risk Reduction,Earth,12.613,0.242,16000.0,1970.0,,0.06304,0.0,Uncontrolled,21/02/2017,6.0,54.74,Low,Not Rated,,0.0362,40.5,120.7,
7508,SOAD17968,Lyndrassia,No,Flood Risk Reduction,Earth,11.288,,0.0,1972.0,,0.05122,484.71878,,,0.0,3.12,High,Not Rated,,0.0792,10.1,219.9,
7512,SOAD19978,Flumevale,Yes,,,4.932,,,,,0.09653,,,,0.0,8.11,Low,Not Rated,,0.0992,22.6,222.3,
7514,SOAD20493,Lyndrassia,No,Grade Stabilization,Earth,10.681,0.233,16000.0,1975.0,,0.1576,2101.33581,Uncontrolled,02/07/1980,0.0,,Significant,Not Rated,,0.1115,30.8,401.1,
7516,SOAD20723,Lyndrassia,Yes,Other,Earth,3.272,1.067,,1962.0,,,,,,,22.43,Low,,,0.122,20.7,251.9,
7517,SOAD00123,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.522,0.05,,1963.0,,,117.18476,Uncontrolled,,,0.0,Low,,,0.0997,23.8,118.5,
7520,SOAD02057,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.539,0.083,,1940.0,,,,,,,23.78,Low,,,0.097,16.4,102.3,
7523,SOAD03038,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.584,,0.0,1968.0,,0.05713,455.42259,,01/06/1979,0.0,1.59,High,Not Rated,,0.1095,15.0,420.5,
7525,SOAD04886,Lyndrassia,No,Debris Control,Earth,10.605,,0.0,1973.0,,0.0591,452.7593,,,0.0,0.0,Low,Not Rated,,0.0872,7.2,463.0,
7527,SOAD05669,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.476,0.1,,1960.0,,,7.98987,Uncontrolled,,,0.0,Low,,,0.0928,14.4,539.4,
7528,SOAD06144,Lyndrassia,No,Grade Stabilization,Earth,9.147,0.11,6598.0,1976.0,,0.12805,2159.92819,Uncontrolled,,0.0,,Low,Not Rated,,0.0824,28.8,9.5,
7530,SOAD06826,Lyndrassia,No,Flood Risk Reduction,Earth,8.787,0.273,14791.0,2001.0,,0.08274,2996.20125,Uncontrolled,01/11/2001,1.0,,Low,Not Rated,,0.1193,20.0,18.8,
7533,SOAD07550,Flumevale,Yes,Other,Earth,21.885,0.717,138000.0,2005.0,,0.0591,0.0,,25/05/2022,0.5,,Low,Satisfactory,01/09/2017,0.0734,28.3,6.0,
7534,SOAD07627,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.017,0.107,,1950.0,,,,,,,30.83,Low,,,0.1201,17.0,236.2,
7536,SOAD08441,Lyndrassia,No,Flood Risk Reduction,Earth,9.732,0.14,18800.0,1990.0,,0.05122,1206.47037,Uncontrolled,17/05/1991,0.0,,Low,Not Rated,,0.0973,8.4,22.8,
7539,SOAD10518,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.505,0.1,,1953.0,,,,,,,47.18,Low,,,0.0708,14.3,73.3,
7541,SOAD11194,Lyndrassia,No,Flood Risk Reduction,Earth,13.524,0.147,27462.0,2005.0,,0.03546,1091.9489,Uncontrolled,,0.0,,Low,Not Rated,,0.0862,34.9,21.6,
7542,SOAD12820,Lyndrassia,No,Flood Risk Reduction,Earth,9.209,0.15,21837.0,1989.0,,0.0788,3440.97068,Uncontrolled,,0.0,,Low,Not Rated,,0.0985,38.6,14.3,
7543,SOAD13065,Lyndrassia,No,Flood Risk Reduction,Earth,11.414,0.166,20285.0,2000.0,,0.01773,660.49592,Uncontrolled,01/11/2000,0.0,,Low,Not Rated,,0.1173,19.8,8.3,
7544,SOAD13745,Lyndrassia,No,Flood Risk Reduction,Earth,9.835,0.183,22486.0,2005.0,,0.03152,719.0883,Uncontrolled,,0.0,,Low,Not Rated,,0.1222,22.1,7.2,
7545,SOAD13817,Flumevale,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.363,0.167,15276.0,1941.0,,0.1379,0.0,,13/10/2020,6.0,3.25,Low,Satisfactory,15/10/2020,0.0394,21.7,600.4,
7546,SOAD13886,Flumevale,Yes,Flood Risk Reduction,Earth,8.836,0.185,18618.0,1958.0,,0.07486,7.98987,Uncontrolled,04/06/2015,3.0,4.86,Low,Satisfactory,16/12/2009,0.0729,13.0,530.2,
7547,SOAD14177,Navaldia,Yes,Flood Risk Reduction,Earth,7.146,0.183,46000.0,1970.0,,0.05516,0.0,Uncontrolled,24/02/2022,2.0,0.0,High,Poor,19/07/2019,0.123,7.4,691.9,
7550,SOAD15814,Lyndrassia,No,Other,Earth,8.398,,0.0,,,0.06895,2974.89493,,,0.0,0.0,Low,Not Rated,,0.0854,11.9,113.7,
7552,SOAD17909,Flumevale,Yes,Other,Earth,25.591,0.095,38000.0,1948.0,,0.04334,2.66329,,09/03/2022,0.5,,Low,Satisfactory,01/09/2017,0.0768,38.2,12.8,
7553,SOAD18219,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.135,0.067,,1959.0,,,74.57212,Uncontrolled,,,6.24,Low,,,0.0562,9.6,446.4,
7554,SOAD18394,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.726,0.117,,1965.0,,,,,,,22.2,Low,,,0.1112,20.6,340.3,
7556,SOAD19933,Lyndrassia,No,Fish and Wildlife Pond,Earth,7.442,0.146,8413.0,1977.0,,0.00788,223.71636,Uncontrolled,,0.0,,Low,Not Rated,,0.0839,45.4,9.8,
7557,SOAD20112,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.28,0.141,,1960.0,,0.0,0.0,,,,3.12,Low,Not Rated,18/06/2014,0.0779,22.3,872.7,
7561,SOAD00609,Navaldia,No,Other,Earth,7.585,0.244,14933.0,1990.0,,0.0788,10.65316,Uncontrolled,14/09/2020,4.0,9.38,Low,Poor,14/09/2020,0.0717,24.1,345.0,
7562,SOAD00739,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.289,0.1,,1961.0,,,5.32658,Uncontrolled,,,31.71,Low,,,0.0817,8.4,149.3,
7563,SOAD01324,Flumevale,Yes,Other,Earth,7.677,0.787,43036.0,1851.0,,0.09653,0.0,,20/12/2021,1.0,4.63,High,Satisfactory,01/09/2017,0.0976,26.6,270.1,
7564,SOAD01475,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.126,0.13,,1900.0,,,53.2658,Uncontrolled,,,26.5,Low,,,0.0794,14.9,413.4,
7566,SOAD02134,Lyndrassia,No,Flood Risk Reduction,Earth,9.537,0.15,18286.0,2001.0,,0.02561,2365.00152,Uncontrolled,25/09/2001,0.0,,Low,Not Rated,,0.0935,36.3,9.5,
7571,SOAD03367,Navaldia,No,Fish and Wildlife Pond,Earth,3.439,0.483,20700.0,1967.0,1968H;1979S;1993H;2006H,0.0906199999999999,0.0,,21/09/2020,5.0,,Low,Poor,21/09/2020,0.07,43.2,16.9,
7572,SOAD03584,Flumevale,Yes,,Earth,3.583,0.108,,,,0.13002,0.0,Uncontrolled,17/07/1997,6.0,24.12,Low,Not Rated,,0.0833,44.3,459.6,
7573,SOAD03622,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.879,0.1,,1956.0,,,7.98987,Uncontrolled,,,0.0,Significant,,,0.1443,48.8,293.4,
7577,SOAD05112,Navaldia,No,Flood Risk Reduction,Earth,10.721,0.183,,1973.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1031,28.1,13.9,
7578,SOAD05358,Lyndrassia,No,Flood Risk Reduction,Earth,13.091,0.11,23172.0,2008.0,,0.07486,783.00726,Uncontrolled,,0.0,,Low,Not Rated,,0.0855,11.1,6.0,
7579,SOAD05519,Navaldia,No,Other,Earth,5.055,0.2,,1964.0,,0.08077,0.0,,,,,Low,Not Rated,18/06/2014,0.0994,36.8,13.4,
7580,SOAD06559,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.506,0.333,,1972.0,,0.16351,15.97974,,,,,Low,Not Rated,18/06/2014,0.1104,5.1,10.3,
7581,SOAD06875,Lyndrassia,No,Flood Risk Reduction,Earth,8.78,,0.0,1971.0,,0.06501,964.11098,,,0.0,17.86,Low,Not Rated,,0.0986,12.0,200.2,
7583,SOAD07208,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.872,0.1,,1954.0,,,,,,,46.19,Low,,,0.0625,18.4,111.1,
7585,SOAD08044,Lyndrassia,No,Flood Risk Reduction,Earth,11.411,0.183,21434.0,2000.0,,0.04137,1603.30058,Uncontrolled,,1.0,,Low,Not Rated,,0.1129,35.1,10.7,
7588,SOAD11009,Flumevale,Yes,Fish and Wildlife Pond,Earth,4.468,0.253,18027.0,1960.0,2002,0.13199,0.0,Uncontrolled,21/11/2017,6.0,40.29,Low,Not Rated,,0.0403,4.8,157.3,
7589,SOAD11603,Lyndrassia,No,Flood Risk Reduction,Earth,11.731,0.14,33322.0,2005.0,,0.05713,1771.08785,Uncontrolled,,0.0,,Low,Not Rated,,0.1202,9.9,23.5,
7592,SOAD12452,Navaldia,Yes,Flood Risk Reduction,Earth,4.477,0.667,,2001.0,,,5.32658,Uncontrolled,18/05/2018,2.0,,Significant,Fair,,0.146,213.0,225.6,
7593,SOAD13780,Lyndrassia,No,Debris Control,Earth,9.989,0.115,17481.0,1976.0,,0.03152,929.48821,Uncontrolled,,0.0,,Low,Not Rated,,0.1126,36.1,23.1,
7594,SOAD13939,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.525,0.15,,1950.0,,,,,,,86.23,Low,,,0.1212,14.7,163.8,
7595,SOAD14185,Lyndrassia,No,Flood Risk Reduction,Earth,10.314,,0.0,1936.0,,0.05713,1326.31842,,,0.0,8.01,High,Not Rated,,0.0974,8.0,176.6,
7597,SOAD15034,Lyndrassia,No,Grade Stabilization,Earth,8.333,0.197,13311.0,1965.0,,0.22261,2868.36333,Uncontrolled,,0.0,,Low,Not Rated,,0.0603,40.8,8.7,
7598,SOAD15182,Navaldia,No,,Earth,4.35,0.475,,1966.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0719,35.9,11.2,
7600,SOAD16139,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.457,0.167,,1967.0,,,10.65316,,,,4.63,Low,,,0.1119,7.0,305.7,
7601,SOAD16465,Lyndrassia,No,Grade Stabilization,Earth,7.594,0.207,14901.0,1973.0,,0.06895,860.24267,Uncontrolled,,0.0,,Low,Not Rated,,0.0699,47.3,4.9,
7605,SOAD17666,Lyndrassia,No,Flood Risk Reduction,Earth,11.449,,0.0,1967.0,,0.05122,1131.89825,,,0.0,,Low,Not Rated,,0.1081,16.8,6.4,
7608,SOAD18551,Lyndrassia,No,Flood Risk Reduction,Earth,11.33,0.13,16328.0,2006.0,,0.15366,2575.40143,Uncontrolled,,0.0,,Low,Not Rated,,0.1115,29.7,7.5,
7611,SOAD19707,Lyndrassia,No,Grade Stabilization,Earth,9.234,0.153,17337.0,1971.0,,0.01576,426.1264,Uncontrolled,,0.0,,Low,Not Rated,,0.0604,33.5,15.5,
7614,SOAD20549,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.013,,0.0,1977.0,,0.06501,767.02752,,,0.0,0.0,Low,Not Rated,,0.0929,19.2,459.8,
7616,SOAD00494,Lyndrassia,No,Flood Risk Reduction,Earth,12.266,0.244,27036.0,2000.0,,0.14578,1070.64258,Uncontrolled,31/08/2000,0.0,,Low,Not Rated,,0.0806,18.2,22.2,
7618,SOAD00981,Lyndrassia,No,Flood Risk Reduction,Earth,11.217,0.14,17750.0,1995.0,,0.01773,231.70623,Uncontrolled,01/11/1999,1.0,,Low,Not Rated,,0.1012,43.5,9.2,
7621,SOAD01716,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.588,0.233,,1960.0,,,,,,,15.3,Low,,,0.1086,13.3,138.0,
7622,SOAD01784,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.04,,0.0,1951.0,,0.08668,1203.80708,,,0.0,25.25,Low,Not Rated,,0.0989,18.5,467.0,
7624,SOAD02781,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.838,0.168,,1922.0,,,82.56199,,,,10.84,Low,,,0.0619,23.3,199.4,
7626,SOAD03592,Lyndrassia,No,Flood Risk Reduction,Earth,10.014,0.167,17936.0,2002.0,,0.05713,607.2301199999999,Uncontrolled,19/12/2002,0.0,,Low,Not Rated,,0.0707,41.7,10.4,
