ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm)
SOAD07490,Flumevale,Yes,Irrigation,Earth,8.974,0.473,16459.300000000017,1944.0,1997.0,0.20094,45.27593,Uncontrolled,6.0,95.7,Low,Fair,2017.0,0.0551,37.3,109.4,39.7
SOAD07586,Navaldia,No,Flood Risk Reduction,Earth,10.706,0.285,22443.29999999996,1960.0,1994.0,0.13002,0.0,Missing,-4.440892098500626e-16,34.480999999999995,Low,Not Rated,2014.0,0.0772,36.9,5.5,15.309999999999999
SOAD08213,Flumevale,Yes,Irrigation,Earth,4.095,0.083,0.0,1904.0,1986.0,0.10441,0.0,Missing,6.0,21.67,Low,Fair,2020.0,0.0402,26.7,183.2,31.2
SOAD10744,Lyndrassia,No,Recreation,Earth,10.669,0.27949999999999997,0.0,1968.0,2001.0,0.10638,937.47808,Missing,0.0,15.4,High,Not Rated,2014.0,0.0949,39.6,186.2,4.1
SOAD10950,Flumevale,Yes,Water Supply,Earth,11.517,0.2,2000.0,1905.0,2004.0,0.20488,10.65316,Missing,1.0,0.16,High,Satisfactory,2017.0,0.1124,23.5,383.6,23.8
SOAD11214,Flumevale,Yes,Irrigation,Earth,23.522,0.261,197100.0,1961.0,2008.0,0.06304,0.0,Uncontrolled,1.0,13.52,High,Not Available,2020.5,0.1312,10.1,455.4,25.0
SOAD11249,Lyndrassia,No,Flood Risk Reduction,Earth,9.066,0.237,21415.0,2010.0,2010.0,0.04334,1259.73617,Uncontrolled,0.0,30.519,Low,Not Rated,2015.0,0.0891,29.0,20.1,28.93
SOAD11560,Flumevale,Yes,Water Supply,Earth,11.306,0.78,119000.0,1980.0,1999.0,0.197,2.66329,Missing,1.0,0.0,High,Satisfactory,2017.0,0.0955,45.7,899.0,26.8
SOAD12517,Lyndrassia,Yes,Irrigation,Earth,3.484,0.348,26468.29999999996,1952.0,1999.0,0.14065800000000017,96.67742699999985,Missing,3.3499999999999996,0.0,Low,Missing,2015.6,0.0676,19.9,952.8,1.2
SOAD13450,Navaldia,No,Water Supply,Earth,7.589,0.367,16179.899999999994,1963.0,1998.0,0.12411,0.0,Missing,-4.440892098500626e-16,23.773,Low,Not Rated,2014.0,0.0949,29.6,13.0,7.5
SOAD13636,Navaldia,Yes,Recreation,Earth,2.369,0.022,85024.49999999997,1919.0,1998.0,0.28565,2.66329,Missing,5.0,26.785999999999998,Low,Poor,2014.2,0.0727,471.2,9.1,8.0
SOAD14023,Navaldia,No,Recreation,Earth,5.02,1.0,21180.600000000006,1957.0,1996.0,0.1576,0.0,Missing,-4.440892098500626e-16,15.687,Low,Not Rated,2014.0,0.1153,44.7,15.5,3.4
SOAD15354,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.208,0.1,60074.79999999999,1948.0,2006.0,0.13829400000000058,15.979739999999538,Missing,0.5499999999999998,76.46,Low,Missing,2015.6,0.0869,12.9,215.8,24.939999999999998
SOAD17821,Navaldia,Yes,Recreation,Earth,7.193,0.193,22505.5,1970.0,2005.0,0.13987,0.0,Missing,5.0,18.314999999999998,Low,Not Rated,2014.0,0.0803,19.0,13.7,9.1
SOAD19369,Flumevale,Yes,Recreation,Earth,14.86,0.127,30826.0,1974.0,1996.0,0.0886499999999999,7.98987,Uncontrolled,6.0,35.82,Low,Not Rated,2013.3,0.0766,46.7,144.1,5.8
SOAD19984,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.045,0.12,19979.70000000001,1949.0,2006.0,0.1174119999999994,49.53719399999977,Missing,0.9000000000000001,42.3,Low,Missing,2016.8,0.0771,21.2,73.3,24.64
SOAD20145,Flumevale,Yes,Water Supply,Earth,6.356,0.242,18000.0,1954.0,2007.0,0.31126,5.32658,Missing,0.5,11.706000000000001,Low,Satisfactory,2017.0,0.0559,247.3,12.8,55.4
SOAD01017,Navaldia,Yes,Water Supply,Timber Crib,3.802,0.133,32016.0,1900.0,2009.0,1.54054,9641.1098,Missing,5.0,33.93299999999999,Low,Satisfactory,2017.0,0.0443,344.6,12.2,13.2
SOAD03064,Navaldia,Yes,Recreation,Earth,8.745,0.147,34542.29999999999,1955.0,2010.0,0.1379,2.66329,Missing,1.0,4.436999999999999,High,Fair,2021.1,0.1248,22.6,644.7,9.0
SOAD05577,Navaldia,No,Missing,Rockfill,7.134,0.313,3475.5,1933.0,1980.0,0.22655,15.97974,Missing,0.5,6.128,Low,Not Rated,2014.0,0.0753,11.2,21.7,17.47
SOAD06145,Flumevale,Yes,Water Supply,Earth,7.91,0.115,4727.0,1910.0,2003.0,0.16154,10.65316,Missing,1.0,0.7809999999999988,High,Satisfactory,2017.0,0.0816,45.9,505.3,7.0
SOAD06651,Flumevale,Yes,Water Supply,Earth,11.257,0.233,30000.0,1952.0,1999.0,0.10441,2.66329,Missing,1.0,0.0,High,Satisfactory,2017.0,0.1032,22.1,930.1,7.6
SOAD06712,Lyndrassia,No,Irrigation,Earth,7.126,0.17390000000000003,0.0,1974.0,1999.0,0.16154,993.40717,Missing,0.0,16.15,High,Not Rated,2014.0,0.1035,42.3,98.5,3.5
SOAD07434,Lyndrassia,No,Recreation,Earth,5.284,0.2697,0.0,1969.0,1983.0,0.23246,854.9160899999999,Missing,0.0,0.0,Low,Not Rated,2014.0,0.1067,12.9,907.3,3.6
SOAD09532,Lyndrassia,No,Fish and Wildlife Pond,Earth,8.22,0.267,22000.0,1969.0,2001.0,0.01182,327.58467,Uncontrolled,0.0,29.290999999999997,Low,Not Rated,2014.8,0.0975,28.3,15.2,25.85
SOAD10473,Navaldia,Yes,Recreation,Earth,2.855,1.813,24339.29999999999,1964.0,2000.0,0.5811499999999999,0.0,Missing,0.9999999999999998,16.667,Low,Not Rated,2014.0,0.094,40.4,18.2,6.1
SOAD11760,Flumevale,No,Debris Control,Earth,17.084,0.433,0.0,1954.0,1994.0,0.00788,237.03281,Uncontrolled,5.0,1.59,High,Not Available,2019.9,0.0959,37.6,256.1,31.63
SOAD11982,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.279,0.173,13603.100000000006,1963.0,1997.0,0.10441,0.0,Missing,-4.440892098500626e-16,30.720999999999997,Low,Not Rated,2014.0,0.071,29.7,17.3,26.62
SOAD12625,Navaldia,No,Missing,Earth,6.311,0.367,14854.300000000017,1966.0,1996.0,0.1379,0.0,Missing,-4.440892098500626e-16,28.052,Low,Not Rated,2014.0,0.1159,31.6,21.6,24.15
SOAD14146,Lyndrassia,Yes,Recreation,Earth,14.846,0.213,65000.0,1969.0,1991.0,0.1576,2.66329,Uncontrolled,3.0,33.69,High,Satisfactory,2007.0,0.114,7.0,74.3,8.1
SOAD14394,Navaldia,Yes,Recreation,Earth,5.313,0.147,23839.300000000017,1965.0,2006.0,0.20291,2.66329,Missing,5.0,15.449,Low,Not Rated,2014.0,0.0899,13.8,7.2,4.8
SOAD14559,Navaldia,Yes,Recreation,Earth,8.229,0.3,69960.6,1960.0,2000.0,0.17336,10.65316,Uncontrolled,5.0,9.75,High,Not Rated,2022.0,0.1072,8.0,211.4,7.8
SOAD14723,Lyndrassia,No,Recreation,Earth,10.96,0.2853,0.0,1962.0,2000.0,0.10638,2269.12308,Missing,0.0,0.0,Low,Not Rated,2014.0,0.0978,17.2,234.3,8.0
SOAD15882,Lyndrassia,Yes,Irrigation,Earth,6.922,0.33,4800.0,1936.0,2002.0,0.33509699999999976,90.81818900000007,Missing,0.5999999999999999,16.73,Low,Missing,2013.6,0.1257,16.7,137.6,43.4
SOAD16767,Navaldia,Yes,Water Supply,Gravity,5.955,0.03,18560.70000000001,1972.0,2000.0,0.0,0.0,Missing,-4.440892098500626e-16,17.527,Low,Not Rated,2014.0,0.1022,29.1,17.7,14.7
SOAD17356,Flumevale,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.565,0.367,488.6000000000349,1901.0,1993.0,0.09653,21.30632,Missing,0.0,28.0,Low,Not Rated,2017.4,0.1148,31.0,177.0,18.3
SOAD18046,Flumevale,Yes,Fish and Wildlife Pond,Earth,7.837,0.042,0.0,1882.0,1990.0,0.07289,0.0,Uncontrolled,6.0,3.09,Low,Fair,2022.0,0.0759,28.3,668.1,27.07
SOAD18962,Lyndrassia,Yes,Irrigation,Earth,5.005,0.2,9246.899999999994,1948.0,1998.0,0.07899699999999976,67.38123699999983,Missing,2.4,19.89,Low,Missing,2014.5,0.0786,10.0,424.3,7.3
SOAD19627,Flumevale,Yes,Irrigation,Earth,7.524,0.19,31377.0,1895.0,1987.0,0.17336,13.31645,Uncontrolled,6.0,11.34,Low,Not Rated,2018.2,0.0438,15.3,344.2,6.7
SOAD00582,Navaldia,No,Other,Earth,7.025,0.233,51652.19999999998,1910.0,1973.0,0.0,0.0,Missing,-4.440892098500626e-16,20.015,Low,Not Rated,2014.0,0.0925,10.7,7.0,7.859999999999999
SOAD04051,Navaldia,Yes,Flood Risk Reduction,Earth,14.462,0.213,45430.0,1964.0,2006.0,0.05713,2.66329,Missing,5.0,24.082,Low,Not Rated,2014.0,0.0742,41.2,15.7,23.97
SOAD04303,Navaldia,Yes,Recreation,Concrete,6.1,0.049,26884.79999999999,1874.0,2004.0,0.20488,7.98987,Missing,5.0,15.198,Low,Satisfactory,2014.0,0.0437,31.2,12.3,5.3
SOAD04330,Navaldia,Yes,Recreation,Earth,6.891,0.13,55813.19999999998,1958.0,2001.0,0.08077,5.32658,Uncontrolled,3.5,13.153,Significant,Not Rated,2017.0,0.1233,12.8,179.4,6.1
SOAD05860,Lyndrassia,No,Recreation,Earth,11.408,0.3022,0.0,1961.0,2000.0,0.10244,1012.0502,Missing,0.0,30.06,Low,Not Rated,2014.0,0.1041,12.4,108.5,5.9
SOAD06165,Navaldia,No,Recreation,Earth,6.086,0.103,23441.899999999965,1966.0,2000.0,0.10441,0.0,Missing,-4.440892098500626e-16,14.997,Low,Not Rated,2014.0,0.0777,42.2,22.5,4.6
SOAD06182,Navaldia,Yes,Recreation,Earth,11.469,0.249,25000.0,1960.0,2005.0,0.10047,0.0,Missing,5.0,23.656,Low,Not Rated,2014.0,0.1043,36.7,18.9,7.0
SOAD12363,Navaldia,Yes,Flood Risk Reduction,Earth,12.232,0.267,98471.50000000001,1988.0,2005.0,0.0906199999999999,2.66329,Uncontrolled,5.0,6.24,High,Not Rated,2021.0,0.0861,33.1,146.5,16.11
SOAD12597,Navaldia,No,Debris Control,Earth,7.969,0.171,13410.199999999983,1965.0,1999.0,0.10047,0.0,Missing,-4.440892098500626e-16,30.459000000000003,Low,Not Rated,2014.0,0.0962,22.2,13.9,30.71
SOAD13557,Lyndrassia,No,Flood Risk Reduction,Earth,8.299,0.237,26260.0,1996.0,2005.0,0.03152,777.6806799999999,Uncontrolled,0.0,32.916,Low,Not Rated,2014.9,0.1097,16.0,10.8,22.56
SOAD13920,Lyndrassia,Yes,Irrigation,Earth,6.805,0.133,3576.399999999994,1967.0,2006.0,0.14183999999999974,61.25567,Missing,-4.440892098500626e-16,48.48,Low,Missing,2014.5,0.1143,23.5,234.3,16.8
SOAD14949,Lyndrassia,No,Recreation,Earth,10.071,0.2034,0.0,1962.0,1980.0,0.10835,889.53886,Missing,0.0,20.82,Low,Not Rated,2014.0,0.0841,39.0,468.6,5.3
SOAD16077,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.269,0.067,6186.100000000006,1940.0,2006.0,0.13927900000000015,48.20554900000025,Missing,-4.440892098500626e-16,28.5,Low,Missing,2016.2,0.1034,10.5,217.3,20.98
SOAD16503,Navaldia,Yes,Water Supply,Buttress,7.476,0.123,25076.300000000017,1982.0,2006.0,0.0,0.0,Missing,4.0,3.19,Low,Not Rated,2014.0,0.0694,41.2,397.7,11.8
SOAD16722,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.794,0.342,16269.100000000006,1963.0,1992.0,0.13002,0.0,Missing,-4.440892098500626e-16,26.669,Low,Not Rated,2014.0,0.1124,37.3,16.2,21.09
SOAD18264,Navaldia,Yes,Water Supply,Concrete,17.584,0.101,30016.20000000001,1927.0,2011.0,0.08471,23.96961,Missing,1.0,1.7879999999999967,High,Satisfactory,2016.0,0.1026,17.5,705.6,44.3
SOAD18386,Navaldia,Yes,Recreation,Earth,8.22,0.613,36583.79999999999,1957.0,2010.0,0.13199,15.97974,Missing,1.0,6.857000000000001,High,Fair,2020.4,0.1088,23.1,578.6,7.2
SOAD00413,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.594,0.056,12938.699999999983,1971.0,2003.0,0.05122,0.0,Missing,-4.440892098500626e-16,31.956,Low,Not Rated,2014.0,0.0947,12.8,17.4,24.31
SOAD00663,Navaldia,No,Irrigation,Earth,10.995,0.21,17090.099999999977,1948.0,1981.0,0.0,0.0,Missing,-4.440892098500626e-16,13.871,Low,Not Rated,2014.0,0.0767,9.5,11.1,36.4
SOAD03208,Lyndrassia,Yes,Recreation,Earth,13.713,0.133,80000.0,1962.0,1992.0,0.10047,13.31645,Uncontrolled,5.0,26.9,Low,Satisfactory,2007.0,0.0454,35.8,344.8,8.9
SOAD03801,Navaldia,No,Water Supply,Earth,10.319,0.26,15963.799999999988,1971.0,1995.0,0.11229,0.0,Missing,-4.440892098500626e-16,8.11,Low,Not Rated,2014.0,0.0673,16.3,241.8,55.9
SOAD03806,Navaldia,No,Missing,Earth,6.038,0.507,23432.20000000004,1952.0,1986.0,0.30732,0.0,Missing,0.4999999999999998,16.23,Low,Not Rated,2014.0,0.0848,591.0,18.1,19.82
SOAD05265,Navaldia,No,Water Supply,Earth,8.67,0.183,20432.100000000006,1964.0,1999.0,0.11229,0.0,Missing,-4.440892098500626e-16,14.392,Low,Not Rated,2014.0,0.0713,47.5,17.5,20.5
SOAD05813,Flumevale,Yes,Irrigation,Earth,15.807,0.23,37407.0,1906.0,1990.0,0.09653,7.98987,Uncontrolled,6.0,34.88,Low,Unsatisfactory,2022.0,0.071,8.1,144.8,12.0
SOAD06178,Navaldia,Yes,Flood Risk Reduction,Earth,9.266,0.457,51560.0,1963.0,2005.0,0.09456,2.66329,Missing,5.0,19.959,Low,Not Rated,2014.0,0.0792,25.1,18.2,21.61
SOAD06197,Lyndrassia,Yes,Irrigation,Earth,10.77,0.075,8634.600000000035,1964.0,1994.0,0.10066699999999962,21.30632,Missing,2.1,0.0,Low,Missing,2016.9,0.0828,20.1,491.2,43.7
SOAD06365,Navaldia,No,Missing,Earth,6.207,0.217,13474.799999999988,1962.0,1998.0,0.15563,0.0,Missing,-4.440892098500626e-16,23.108,Low,Not Rated,2014.0,0.0629,38.6,7.0,26.97
SOAD07318,Lyndrassia,Yes,Flood Risk Reduction,Earth,15.384,0.25,100000.0,1973.0,1989.0,0.13987,5.32658,Uncontrolled,5.0,10.1,Low,Satisfactory,2007.0,0.0289,37.4,164.9,9.740000000000002
SOAD08461,Navaldia,No,Missing,Earth,5.636,1.167,22054.20000000001,1964.0,2000.0,0.21079,5.32658,Missing,-4.440892098500626e-16,24.367,Low,Not Rated,2014.0,0.1114,19.8,9.5,22.14
SOAD09401,Lyndrassia,No,Flood Risk Reduction,Rockfill,7.778,0.6500999999999999,0.0,1937.0,1992.0,0.1576,3773.88193,Missing,0.0,0.0,High,Not Rated,2014.4,0.1291,24.3,149.7,10.199999999999998
SOAD09407,Lyndrassia,No,Recreation,Earth,10.286,0.17269999999999994,0.0,1937.0,1979.0,0.11623,5989.73921,Missing,0.0,8.32,Low,Not Rated,2014.0,0.1053,30.3,366.9,8.1
SOAD12755,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.772,0.196,15013.5,1979.0,2006.0,0.0,6455.81496,Missing,-4.440892098500626e-16,19.157,Low,Not Rated,2014.0,0.1184,46.6,11.8,22.53
SOAD13136,Lyndrassia,No,Grade Stabilization,Earth,10.277,0.173,23486.0,1968.0,2004.0,0.04334,3155.99865,Uncontrolled,0.0,25.162,Low,Not Rated,2015.5,0.0726,18.8,6.6,22.97
SOAD17053,Navaldia,No,Water Supply,Earth,9.063,0.35,15762.600000000006,1969.0,1995.0,0.13002,0.0,Missing,-4.440892098500626e-16,15.982,Low,Not Rated,2014.0,0.0694,44.4,20.4,57.0
SOAD18096,Navaldia,Yes,Recreation,Earth,4.792,0.067,28437.899999999994,1958.0,2007.0,0.1812399999999999,7.98987,Missing,5.0,22.59,Low,Satisfactory,2014.0,0.0521,16.3,17.8,7.7
SOAD18600,Navaldia,Yes,Irrigation,Earth,8.238,0.35,36000.0,1922.0,2000.0,0.05713,5.32658,Uncontrolled,2.0,1.564,High,Poor,2020.0,0.1173,47.2,692.7,13.4
SOAD18856,Flumevale,Yes,Water Supply,Other,11.38,0.795,0.0,2022.0,1988.0,0.06501,589.1197479999998,Missing,0.5,0.0,Low,Satisfactory,2022.0,0.0746,33.5,307.8,61.4
SOAD19644,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.284,0.083,22449.100000000006,1955.0,2011.0,0.07229899999999967,10.65316,Uncontrolled,4.699999999999999,0.0,Low,Missing,2015.2,0.0652,13.6,225.7,21.02
SOAD00558,Navaldia,Yes,Water Supply,Earth,6.498,0.551,23993.100000000006,1966.0,1997.0,0.13002,0.0,Missing,0.9999999999999998,18.335,Low,Not Rated,2014.0,0.0951,31.1,13.5,14.3
SOAD02615,Flumevale,No,Other,Earth,5.265,0.033,20099.600000000006,1952.0,2000.0,0.11898800000000032,34.35644100000013,Uncontrolled,10.0,21.969,Low,Not Rated,2018.5,0.0199,10.0,21.7,8.02
SOAD04381,Flumevale,Yes,Water Supply,Earth,23.85,0.239,61761.40000000002,1990.0,2011.0,0.07486,0.0,Uncontrolled,2.0,12.57,Significant,Satisfactory,2022.0,0.1274,16.5,167.3,28.1
SOAD06296,Flumevale,Yes,Irrigation,Earth,6.243,0.203,31400.0,1931.0,2022.0,0.14972,7.98987,Uncontrolled,6.0,24.65,Low,Not Rated,2013.8,0.0602,9.6,312.4,17.1
SOAD07785,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.033,0.033,56736.0,1948.0,2001.0,0.22950500000000007,39.94935,Uncontrolled,3.5,11.76,Significant,Missing,2020.3,0.1399,75.5,462.4,24.71
SOAD09467,Navaldia,Yes,Recreation,Earth,12.176,0.367,33909.79999999999,1953.0,2005.0,0.14775,0.0,Missing,5.0,17.819,Low,Not Rated,2014.0,0.075,19.7,16.9,6.6
SOAD09544,Navaldia,No,Water Supply,Earth,7.072,0.368,17891.0,1958.0,1999.0,0.12805,0.0,Missing,-4.440892098500626e-16,19.824,Low,Not Rated,2014.0,0.082,37.5,13.2,35.7
SOAD10146,Flumevale,Yes,Water Supply,Earth,8.348,1.233,0.0,1910.0,2008.0,0.24034,29.828847999999653,Missing,1.0,0.0,High,Poor,2018.0,0.124,30.9,710.5,35.5
SOAD14245,Navaldia,No,Water Supply,Earth,5.688,0.347,17130.899999999994,1963.0,1999.0,0.08471,0.0,Missing,-4.440892098500626e-16,18.217,Low,Not Rated,2014.0,0.0693,9.2,20.5,41.7
SOAD14426,Navaldia,No,Water Supply,Earth,6.446,0.133,20628.600000000006,1938.0,1999.0,0.13987,0.0,Missing,-4.440892098500626e-16,24.428,Low,Not Rated,2014.0,0.1212,41.4,16.0,32.5
SOAD14623,Navaldia,No,Recreation,Earth,7.279,0.228,21917.400000000023,1965.0,1998.0,0.21276,0.0,Missing,-4.440892098500626e-16,13.611,Low,Not Rated,2014.0,0.1077,30.6,21.4,4.5
SOAD14981,Navaldia,No,Recreation,Earth,8.477,0.375,18313.699999999983,1981.0,1996.0,0.0,5.32658,Missing,-4.440892098500626e-16,18.1,Low,Not Rated,2014.0,0.108,46.0,291.8,7.3
SOAD16070,Navaldia,Yes,Flood Risk Reduction,Earth,8.528,0.368,24780.0,1960.0,2005.0,0.25807,0.0,Missing,5.0,16.104,Low,Not Rated,2014.0,0.084,487.4,20.6,30.13
SOAD16085,Navaldia,No,Water Supply,Earth,5.427,0.2,30099.099999999977,1917.0,1991.0,0.08668,0.0,Missing,-4.440892098500626e-16,14.463000000000001,Low,Not Rated,2014.0,0.1106,12.3,22.9,57.6
SOAD18458,Navaldia,No,Recreation,Earth,4.414,0.167,18128.199999999983,1941.0,1998.0,0.28368,0.0,Missing,-4.440892098500626e-16,21.387999999999998,Low,Not Rated,2014.0,0.0819,351.5,14.3,6.1
SOAD19457,Flumevale,Yes,Recreation,Earth,8.145,0.264,29532.0,1955.0,2001.0,0.22852,2761.83173,Uncontrolled,6.0,5.04,Low,Fair,2016.0,0.0456,32.6,326.3,7.2
SOAD00810,Lyndrassia,No,Fish and Wildlife Pond,Earth,9.51,0.257,18000.0,1977.0,1998.0,0.04137,1773.75114,Uncontrolled,0.0,30.046,Low,Not Rated,2014.0,0.0867,6.0,16.4,25.5
SOAD01194,Navaldia,Yes,Recreation,Earth,9.445,0.283,22928.399999999994,1936.0,1993.0,0.23443,10.65316,Uncontrolled,2.0,18.923000000000002,Significant,Not Rated,2020.0,0.1921,5.4,377.9,6.4
SOAD02167,Flumevale,Yes,Irrigation,Earth,6.0,0.15,3958.0,1967.0,2001.0,0.2501899999999999,66.58225,Uncontrolled,6.0,31.39,Low,Fair,2004.0,0.0436,113.3,204.7,3.7
SOAD05003,Navaldia,No,Missing,Earth,8.347,0.192,13879.599999999977,1961.0,2000.0,0.0788,0.0,Missing,-4.440892098500626e-16,33.159,Low,Not Rated,2014.0,0.1013,15.6,5.3,28.6
SOAD05637,Lyndrassia,No,Recreation,Earth,8.647,0.1889,0.0,1959.0,1998.0,0.1379,2492.83944,Missing,0.0,48.64,High,Not Rated,2014.0,0.1427,23.2,187.6,5.7
SOAD11356,Navaldia,No,Recreation,Earth,6.765,0.307,31930.600000000035,1914.0,2002.0,0.16351,0.0,Missing,-4.440892098500626e-16,24.55,Low,Not Rated,2014.0,0.0812,25.7,19.7,2.9
SOAD11887,Flumevale,Yes,Irrigation,Earth,11.146,0.091,44040.0,1957.0,1990.0,0.2167,0.0,Uncontrolled,6.0,16.04,Low,Not Rated,2013.7,0.0775,10.7,362.7,31.9
SOAD12955,Flumevale,Yes,Water Supply,Earth,10.83,0.207,41000.0,1971.0,2001.0,0.14972,0.0,Missing,1.0,0.42499999999999716,High,Satisfactory,2017.0,0.0851,33.7,817.4,38.7
SOAD14568,Flumevale,Yes,Irrigation,Earth,3.256,0.102,0.0,1940.0,1991.0,0.09653,7.98987,Uncontrolled,6.0,24.84,Low,Not Rated,2012.5,0.0962,30.4,111.2,6.9
SOAD15593,Navaldia,No,Recreation,Earth,6.082,0.433,14091.49999999997,1940.0,1999.0,0.14775,0.0,Missing,-4.440892098500626e-16,17.369,Low,Not Rated,2014.0,0.1017,17.4,13.2,6.5
SOAD16246,Navaldia,No,Irrigation,Earth,5.467,0.375,14842.399999999965,1967.0,2001.0,0.1792699999999999,0.0,Missing,-4.440892098500626e-16,17.374,Low,Not Rated,2014.0,0.1089,5.4,20.4,43.0
SOAD17025,Flumevale,Yes,Water Supply,Earth,21.253,0.106,47688.0,1967.0,2002.0,0.08077,5.32658,Missing,0.5,11.304999999999998,Low,Satisfactory,2017.0,0.0615,8.1,22.6,27.5
SOAD18793,Navaldia,Yes,Flood Risk Reduction,Earth,14.249,0.25,33120.0,1963.0,2005.0,0.02955,2.66329,Missing,5.0,23.796,Low,Not Rated,2014.0,0.0874,21.6,9.1,24.45
SOAD20492,Lyndrassia,No,Missing,Earth,9.595,0.14310000000000006,0.0,1972.0,1981.0,0.12214,585.9238,Missing,0.0,27.58,Low,Not Rated,2014.0,0.0987,11.4,316.4,31.32
SOAD03854,Navaldia,Yes,Recreation,Earth,7.36,0.133,40000.0,1975.0,2005.0,0.07486,7.98987,Uncontrolled,5.0,7.93,High,Fair,2023.0,0.0905,20.9,402.3,9.4
SOAD04083,Lyndrassia,No,Grade Stabilization,Earth,7.37,0.295,17082.0,1964.0,2000.0,0.04925,4018.90461,Uncontrolled,0.0,36.393,Low,Not Rated,2015.5,0.1036,31.7,19.1,21.23
SOAD05242,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.697,0.092,19891.399999999994,1964.0,1993.0,0.03152,37.28606,Uncontrolled,5.0,12.315,Significant,Not Rated,2014.0,0.1009,28.3,304.3,23.92
SOAD07337,Navaldia,No,Water Supply,Earth,7.339,0.375,19254.600000000035,1972.0,2000.0,0.1812399999999999,0.0,Missing,-4.440892098500626e-16,15.405999999999999,Low,Not Rated,2014.0,0.0934,14.7,5.1,68.8
SOAD07368,Navaldia,No,Water Supply,Earth,6.001,0.383,16709.099999999977,1965.0,1998.0,0.1792699999999999,0.0,Missing,-4.440892098500626e-16,17.68,Low,Not Rated,2014.0,0.0823,19.5,18.6,57.2
SOAD08914,Navaldia,Yes,Recreation,Earth,10.962,0.234,47605.600000000006,1960.0,2002.0,0.0985,5.32658,Uncontrolled,5.0,0.16,High,Satisfactory,2020.0,0.0689,31.1,759.3,8.3
SOAD09799,Flumevale,Yes,Water Supply,Earth,20.054,0.313,64000.0,1951.0,1997.0,0.10441,7.98987,Missing,1.0,24.51,High,Satisfactory,2017.0,0.0872,41.7,371.2,32.2
SOAD10648,Lyndrassia,No,Flood Risk Reduction,Earth,7.389,0.227,10336.0,1987.0,2004.0,0.10835,660.49592,Uncontrolled,0.0,30.71,Low,Not Rated,2015.1,0.1131,37.1,19.4,25.84
SOAD10833,Flumevale,Yes,Water Supply,Gravity,4.155,0.013,91.0,1942.0,1995.0,0.65601,13.31645,Missing,0.5,14.16,Low,Satisfactory,2017.0,0.0662,406.6,13.0,31.7
SOAD11572,Navaldia,No,Recreation,Earth,9.598,0.131,13362.800000000017,1990.0,1999.0,0.12805,2442.23693,Missing,-4.440892098500626e-16,12.995000000000001,Low,Not Rated,2014.0,0.09,20.3,23.7,9.2
SOAD12212,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.25,0.025,9840.700000000012,1960.0,2006.0,0.10795599999999972,50.60250999999971,Missing,1.5,46.02,Low,Missing,2016.3,0.0866,11.7,194.8,22.759999999999998
SOAD13231,Navaldia,No,Irrigation,Earth,8.333,0.0,26751.600000000035,1969.0,1993.0,0.0,0.0,Uncontrolled,2.0,15.600000000000001,Significant,Not Rated,2014.0,0.1601,42.5,286.1,18.1
SOAD15723,Navaldia,Yes,Flood Risk Reduction,Earth,10.334,0.6,46160.0,1962.0,2006.0,0.0591,2.66329,Missing,5.0,26.448999999999998,Low,Not Rated,2014.0,0.1096,6.5,22.6,23.58
SOAD17260,Navaldia,Yes,Missing,Earth,10.456,0.267,35000.0,1956.0,1997.0,0.0788,7.98987,Uncontrolled,5.0,2.4529999999999994,High,Fair,2020.0,0.0879,47.2,910.2,13.439999999999998
SOAD17714,Flumevale,Yes,Water Supply,Earth,14.56,0.383,32530.0,1910.0,2002.0,0.08471,2.66329,Missing,0.5,10.718,Low,Satisfactory,2017.0,0.0762,33.3,20.3,11.2
SOAD18925,Navaldia,No,Irrigation,Earth,6.88,0.417,14519.599999999977,1957.0,1995.0,0.0,0.0,Missing,-4.440892098500626e-16,36.304,Low,Not Rated,2014.0,0.0984,34.0,15.5,8.1
SOAD18949,Flumevale,Yes,Water Supply,Earth,44.825,0.3,267000.0,1968.0,2000.0,0.0591,0.0,Missing,1.0,0.32,High,Satisfactory,2017.0,0.1064,6.4,548.0,52.2
